order_id,order_date,region,city,channel,customer_segment,category,product,quantity,unit_price_usd,gross_revenue_usd,discount_rate,discount_amount_usd,net_revenue_usd,cogs_usd,shipping_fulfillment_usd,payment_fee_usd,returned_flag,return_amount_usd,gross_profit_usd,net_profit_usd,month
ADH-104564,2025-08-20,South,Uyo,Online,Retail,Home & Kitchen,Cookware Set,1,88.16,88.16,0.0,0.0,88.16,58.21,5.94,1.59,0,0.0,29.95,22.42,2025-08
ADH-104565,2025-08-20,West,Abeokuta,Wholesale,SME,Groceries,Detergent,10,47.02,470.2,0.0,0.0,470.2,425.8,0.54,3.76,0,0.0,44.4,40.1,2025-08
ADH-104566,2025-08-20,West,Ilorin,Wholesale,Corporate,Fashion,Cap,10,49.72,497.2,0.0,0.0,497.2,266.79,0.17,3.98,0,0.0,230.41,226.26,2025-08
ADH-104567,2025-08-20,North,Kaduna,Online,SME,Groceries,Rice 5kg,3,49.02,147.06,0.057,8.38,138.68,127.9,4.63,2.5,0,0.0,10.78,3.65,2025-08
ADH-104568,2025-08-20,South,Uyo,POS,Retail,Electronics,Smartwatch,2,25.0,50.0,0.0,0.0,50.0,33.66,0.0,0.6,0,0.0,16.34,15.74,2025-08
ADH-104569,2025-08-20,South,Uyo,Online,Retail,Fashion,Jeans,1,17.4,17.4,0.073,1.27,16.13,9.68,4.61,0.29,0,0.0,6.45,1.55,2025-08
ADH-104570,2025-08-20,West,Lagos,Online,Retail,Electronics,Bluetooth Speaker,2,45.57,91.14,0.0,0.0,91.14,69.65,3.56,1.64,0,0.0,21.49,16.29,2025-08
ADH-104571,2025-08-20,South,Warri,Online,Retail,Home & Kitchen,Kettle,1,33.99,33.99,0.0,0.0,33.99,27.37,9.92,0.61,0,0.0,6.62,-3.91,2025-08
ADH-104572,2025-08-20,North,Kaduna,Online,Retail,Electronics,Earbuds,1,102.59,102.59,0.0,0.0,102.59,71.4,4.54,1.85,0,0.0,31.19,24.8,2025-08
ADH-104573,2025-08-20,East,Enugu,Online,Retail,Home & Kitchen,Bedsheet,1,124.0,124.0,0.0,0.0,124.0,82.83,4.44,2.23,0,0.0,41.17,34.5,2025-08
ADH-104574,2025-08-20,South,Port Harcourt,Wholesale,Retail,Electronics,Bluetooth Speaker,8,48.5,388.0,0.0,0.0,388.0,255.3,2.31,3.1,0,0.0,132.7,127.29,2025-08
ADH-104575,2025-08-20,West,Ilorin,POS,Retail,Electronics,Smartwatch,1,93.0,93.0,0.076,7.07,85.93,70.37,0.0,1.03,0,0.0,15.56,14.53,2025-08
ADH-104576,2025-08-20,West,Lagos,Online,SME,Electronics,Phone Accessory,1,61.12,61.12,0.0,0.0,61.12,42.23,4.73,1.1,0,0.0,18.89,13.06,2025-08
ADH-104577,2025-08-20,North,Jos,Wholesale,SME,Groceries,Noodles Pack,10,47.16,471.6,0.096,45.27,426.33,370.09,1.66,3.41,0,0.0,56.24,51.17,2025-08
ADH-104578,2025-08-21,West,Lagos,Wholesale,Corporate,Home & Kitchen,Blender,15,114.93,1723.95,0.0,0.0,1723.95,1208.4,2.45,13.79,0,0.0,515.55,499.31,2025-08
ADH-104579,2025-08-21,West,Lagos,POS,Retail,Groceries,Rice 5kg,2,16.11,32.22,0.0,0.0,32.22,29.56,0.0,0.39,0,0.0,2.66,2.27,2025-08
ADH-104580,2025-08-21,West,Ilorin,POS,Retail,Groceries,Beverage Pack,4,20.5,82.0,0.0,0.0,82.0,70.17,0.0,0.98,0,0.0,11.83,10.85,2025-08
ADH-104581,2025-08-21,East,Owerri,Online,Retail,Health & Beauty,Perfume,1,69.51,69.51,0.0,0.0,69.51,47.67,7.32,1.25,0,0.0,21.84,13.27,2025-08
ADH-104582,2025-08-21,South,Port Harcourt,Wholesale,Corporate,Fashion,Sneakers,15,42.15,632.25,0.0,0.0,632.25,374.24,0.34,5.06,0,0.0,258.01,252.61,2025-08
ADH-104583,2025-08-21,North,Abuja,POS,Corporate,Electronics,Smartwatch,3,33.15,99.45,0.0,0.0,99.45,75.69,0.0,1.19,0,0.0,23.76,22.57,2025-08
ADH-104584,2025-08-21,West,Lagos,Online,Retail,Home & Kitchen,Blender,1,80.77,80.77,0.089,7.19,73.58,59.46,4.42,1.32,0,0.0,14.12,8.38,2025-08
ADH-104585,2025-08-21,South,Benin,Online,Corporate,Groceries,Detergent,3,33.33,99.99,0.0,0.0,99.99,83.63,4.52,1.8,1,73.79,16.36,-63.75,2025-08
ADH-104586,2025-08-21,East,Owerri,Online,SME,Groceries,Beverage Pack,2,20.51,41.02,0.0,0.0,41.02,34.95,4.05,0.74,0,0.0,6.07,1.28,2025-08
ADH-104587,2025-08-21,South,Benin,Wholesale,Retail,Fashion,Cap,12,65.07,780.84,0.0,0.0,780.84,444.7,0.42,6.25,0,0.0,336.14,329.47,2025-08
ADH-104588,2025-08-21,North,Kaduna,POS,Retail,Fashion,Handbag,1,50.25,50.25,0.0,0.0,50.25,30.68,0.0,0.6,0,0.0,19.57,18.97,2025-08
ADH-104589,2025-08-21,North,Kaduna,POS,Retail,Home & Kitchen,Extension Cable,1,67.82,67.82,0.0,0.0,67.82,41.06,0.0,0.81,0,0.0,26.76,25.95,2025-08
ADH-104590,2025-08-21,North,Abuja,POS,Corporate,Health & Beauty,Hair Care,2,11.65,23.3,0.0,0.0,23.3,13.4,0.0,0.28,0,0.0,9.9,9.62,2025-08
ADH-104591,2025-08-21,South,Benin,POS,Retail,Home & Kitchen,Bedsheet,3,27.73,83.19,0.0,0.0,83.19,52.68,0.0,1.0,0,0.0,30.51,29.51,2025-08
ADH-104592,2025-08-21,North,Jos,POS,Retail,Home & Kitchen,Bedsheet,2,137.75,275.5,0.0,0.0,275.5,191.02,0.0,3.31,0,0.0,84.48,81.17,2025-08
ADH-104593,2025-08-21,North,Kaduna,Online,Corporate,Groceries,Rice 5kg,4,45.91,183.64,0.0,0.0,183.64,169.34,5.22,3.31,0,0.0,14.3,5.77,2025-08
ADH-104594,2025-08-21,West,Abeokuta,POS,SME,Groceries,Beverage Pack,1,32.03,32.03,0.0,0.0,32.03,27.46,0.0,0.38,0,0.0,4.57,4.19,2025-08
ADH-104595,2025-08-21,West,Lagos,Online,Retail,Groceries,Cooking Oil,4,31.99,127.96,0.076,9.72,118.24,105.25,5.17,2.13,0,0.0,12.99,5.69,2025-08
ADH-104596,2025-08-21,West,Lagos,Online,Retail,Electronics,Power Bank,1,102.49,102.49,0.0,0.0,102.49,74.51,10.0,1.84,0,0.0,27.98,16.14,2025-08
ADH-104597,2025-08-21,East,Enugu,Online,SME,Electronics,Bluetooth Speaker,2,46.23,92.46,0.0,0.0,92.46,68.77,4.26,1.66,0,0.0,23.69,17.77,2025-08
ADH-104598,2025-08-22,North,Abuja,POS,Corporate,Home & Kitchen,Kettle,1,80.4,80.4,0.0,0.0,80.4,57.77,0.0,0.96,0,0.0,22.63,21.67,2025-08
ADH-104599,2025-08-22,North,Kaduna,Online,Corporate,Home & Kitchen,Bedsheet,3,15.58,46.74,0.0,0.0,46.74,35.99,8.2,0.84,0,0.0,10.75,1.71,2025-08
ADH-104600,2025-08-22,East,Enugu,POS,Retail,Groceries,Noodles Pack,1,27.1,27.1,0.0,0.0,27.1,24.57,0.0,0.33,0,0.0,2.53,2.2,2025-08
ADH-104601,2025-08-22,East,Owerri,POS,Retail,Fashion,T-Shirt,1,55.66,55.66,0.0,0.0,55.66,40.0,0.0,0.67,0,0.0,15.66,14.99,2025-08
ADH-104602,2025-08-22,East,Owerri,Online,Retail,Electronics,Phone Accessory,1,79.66,79.66,0.0,0.0,79.66,60.18,4.03,1.43,0,0.0,19.48,14.02,2025-08
ADH-104603,2025-08-22,South,Benin,POS,Retail,Electronics,Bluetooth Speaker,2,28.1,56.2,0.0,0.0,56.2,41.87,0.0,0.67,0,0.0,14.33,13.66,2025-08
ADH-104604,2025-08-22,South,Port Harcourt,POS,Retail,Fashion,T-Shirt,2,18.75,37.5,0.0,0.0,37.5,27.33,0.0,0.45,0,0.0,10.17,9.72,2025-08
ADH-104605,2025-08-22,South,Benin,Online,Retail,Groceries,Noodles Pack,1,42.57,42.57,0.0,0.0,42.57,39.96,9.35,0.77,0,0.0,2.61,-7.51,2025-08
ADH-104606,2025-08-22,South,Uyo,POS,Retail,Groceries,Detergent,3,39.84,119.52,0.0,0.0,119.52,99.84,0.0,1.43,0,0.0,19.68,18.25,2025-08
ADH-104607,2025-08-22,West,Ibadan,POS,Retail,Groceries,Rice 5kg,4,7.44,29.76,0.0,0.0,29.76,24.49,0.0,0.36,0,0.0,5.27,4.91,2025-08
ADH-104608,2025-08-22,West,Ibadan,Online,Retail,Home & Kitchen,Blender,2,97.93,195.86,0.0,0.0,195.86,132.36,3.65,3.53,0,0.0,63.5,56.32,2025-08
ADH-104609,2025-08-22,East,Onitsha,POS,Retail,Health & Beauty,Face Wash,1,14.87,14.87,0.0,0.0,14.87,11.11,0.0,0.18,0,0.0,3.76,3.58,2025-08
ADH-104610,2025-08-22,South,Port Harcourt,Online,Retail,Home & Kitchen,Extension Cable,1,18.53,18.53,0.0,0.0,18.53,12.55,6.19,0.33,0,0.0,5.98,-0.54,2025-08
ADH-104611,2025-08-23,East,Owerri,POS,Retail,Groceries,Rice 5kg,1,47.04,47.04,0.0,0.0,47.04,43.6,0.0,0.56,0,0.0,3.44,2.88,2025-08
ADH-104612,2025-08-23,South,Uyo,Online,Retail,Fashion,Cap,2,37.81,75.62,0.0,0.0,75.62,46.19,9.16,1.36,0,0.0,29.43,18.91,2025-08
ADH-104613,2025-08-23,South,Port Harcourt,Online,SME,Home & Kitchen,Bedsheet,2,25.64,51.28,0.0,0.0,51.28,31.82,5.09,0.92,0,0.0,19.46,13.45,2025-08
ADH-104614,2025-08-23,East,Owerri,Wholesale,SME,Electronics,Smartwatch,12,43.32,519.84,0.0,0.0,519.84,413.24,2.06,4.16,0,0.0,106.6,100.38,2025-08
ADH-104615,2025-08-23,West,Lagos,Online,Retail,Home & Kitchen,Bedsheet,2,129.32,258.64,0.0,0.0,258.64,182.77,4.99,4.66,0,0.0,75.87,66.22,2025-08
ADH-104616,2025-08-23,North,Jos,POS,Retail,Electronics,Phone Accessory,1,55.0,55.0,0.0,0.0,55.0,43.87,0.0,0.66,0,0.0,11.13,10.47,2025-08
ADH-104617,2025-08-23,West,Ilorin,Online,Retail,Groceries,Noodles Pack,4,32.36,129.44,0.0,0.0,129.44,110.96,4.07,2.33,0,0.0,18.48,12.08,2025-08
ADH-104618,2025-08-23,North,Kano,POS,Retail,Electronics,Bluetooth Speaker,2,100.14,200.28,0.0,0.0,200.28,155.46,0.0,2.4,0,0.0,44.82,42.42,2025-08
ADH-104619,2025-08-23,South,Benin,Online,Corporate,Electronics,Earbuds,1,70.36,70.36,0.0,0.0,70.36,53.95,4.58,1.27,0,0.0,16.41,10.56,2025-08
ADH-104620,2025-08-23,West,Ibadan,Wholesale,Retail,Electronics,Power Bank,12,66.3,795.6,0.074,58.87,736.73,514.15,0.85,5.89,0,0.0,222.58,215.84,2025-08
ADH-104621,2025-08-23,South,Benin,Wholesale,Retail,Home & Kitchen,Bedsheet,12,71.18,854.16,0.0,0.0,854.16,724.73,0.58,6.83,0,0.0,129.43,122.02,2025-08
ADH-104622,2025-08-23,West,Abeokuta,Online,Retail,Fashion,Sneakers,1,62.12,62.12,0.0,0.0,62.12,34.37,5.89,1.12,0,0.0,27.75,20.74,2025-08
ADH-104623,2025-08-23,West,Ibadan,Wholesale,SME,Fashion,Jeans,12,66.54,798.48,0.0,0.0,798.48,466.46,2.05,6.39,0,0.0,332.02,323.58,2025-08
ADH-104624,2025-08-23,West,Lagos,Online,Retail,Health & Beauty,Hair Care,1,16.86,16.86,0.0,0.0,16.86,9.78,4.21,0.3,0,0.0,7.08,2.57,2025-08
ADH-104625,2025-08-23,South,Uyo,Online,SME,Fashion,Handbag,2,10.67,21.34,0.0,0.0,21.34,13.22,6.92,0.38,0,0.0,8.12,0.82,2025-08
ADH-104626,2025-08-23,North,Abuja,Online,Retail,Home & Kitchen,Kettle,1,137.02,137.02,0.0,0.0,137.02,84.32,6.17,2.47,0,0.0,52.7,44.06,2025-08
ADH-104627,2025-08-23,East,Onitsha,Wholesale,Retail,Groceries,Noodles Pack,15,53.28,799.2,0.0,0.0,799.2,698.48,0.38,6.39,0,0.0,100.72,93.95,2025-08
ADH-104628,2025-08-23,North,Jos,Online,Retail,Electronics,Earbuds,1,109.62,109.62,0.0,0.0,109.62,77.26,5.14,1.97,0,0.0,32.36,25.25,2025-08
ADH-104629,2025-08-23,South,Benin,Online,Retail,Electronics,Bluetooth Speaker,2,43.47,86.94,0.0,0.0,86.94,66.52,4.67,1.56,0,0.0,20.42,14.19,2025-08
ADH-104630,2025-08-23,West,Lagos,Online,SME,Home & Kitchen,Cookware Set,2,72.31,144.62,0.0,0.0,144.62,88.82,6.91,2.6,0,0.0,55.8,46.29,2025-08
ADH-104631,2025-08-23,South,Uyo,Online,Retail,Groceries,Cooking Oil,3,14.02,42.06,0.0,0.0,42.06,35.67,6.51,0.76,0,0.0,6.39,-0.88,2025-08
ADH-104632,2025-08-23,South,Port Harcourt,Online,Retail,Groceries,Detergent,1,6.37,6.37,0.0,0.0,6.37,5.44,4.02,0.11,0,0.0,0.93,-3.2,2025-08
ADH-104633,2025-08-23,South,Benin,Online,Retail,Home & Kitchen,Bedsheet,2,143.17,286.34,0.0,0.0,286.34,209.18,5.1,5.15,0,0.0,77.16,66.91,2025-08
ADH-104634,2025-08-23,North,Kaduna,Online,SME,Home & Kitchen,Blender,1,124.65,124.65,0.0,0.0,124.65,94.56,5.04,2.24,0,0.0,30.09,22.81,2025-08
ADH-104635,2025-08-23,West,Ibadan,Online,SME,Groceries,Cooking Oil,1,50.25,50.25,0.0,0.0,50.25,43.39,7.38,0.9,0,0.0,6.86,-1.42,2025-08
ADH-104636,2025-08-23,South,Warri,Online,Retail,Electronics,Smartwatch,1,47.34,47.34,0.0,0.0,47.34,37.54,7.4,0.85,0,0.0,9.8,1.55,2025-08
ADH-104637,2025-08-24,North,Kano,Online,Retail,Groceries,Rice 5kg,2,12.02,24.04,0.0,0.0,24.04,22.22,5.98,0.43,0,0.0,1.82,-4.59,2025-08
ADH-104638,2025-08-24,North,Jos,Online,SME,Home & Kitchen,Cookware Set,1,139.6,139.6,0.0,0.0,139.6,114.06,8.51,2.51,0,0.0,25.54,14.52,2025-08
ADH-104639,2025-08-24,South,Uyo,POS,SME,Electronics,Earbuds,1,105.27,105.27,0.0,0.0,105.27,77.86,0.0,1.26,0,0.0,27.41,26.15,2025-08
ADH-104640,2025-08-24,South,Benin,POS,SME,Groceries,Detergent,2,30.79,61.58,0.0,0.0,61.58,57.49,0.0,0.74,0,0.0,4.09,3.35,2025-08
ADH-104641,2025-08-24,West,Ilorin,Online,Corporate,Groceries,Cooking Oil,1,16.91,16.91,0.0,0.0,16.91,14.25,4.91,0.3,0,0.0,2.66,-2.55,2025-08
ADH-104642,2025-08-24,East,Enugu,Wholesale,Retail,Groceries,Beverage Pack,12,14.11,169.32,0.0,0.0,169.32,153.28,0.92,1.35,0,0.0,16.04,13.77,2025-08
ADH-104643,2025-08-24,North,Jos,Wholesale,SME,Groceries,Beverage Pack,10,42.49,424.9,0.0,0.0,424.9,380.75,1.15,3.4,0,0.0,44.15,39.6,2025-08
ADH-104644,2025-08-24,East,Owerri,Online,Retail,Fashion,Sneakers,1,52.99,52.99,0.0,0.0,52.99,29.84,4.99,0.95,0,0.0,23.15,17.21,2025-08
ADH-104645,2025-08-24,North,Abuja,POS,Retail,Fashion,Cap,1,26.5,26.5,0.02,0.53,25.97,18.96,0.0,0.31,0,0.0,7.01,6.7,2025-08
ADH-104646,2025-08-25,East,Onitsha,POS,SME,Fashion,Sneakers,1,84.55,84.55,0.0,0.0,84.55,56.34,0.0,1.01,0,0.0,28.21,27.2,2025-08
ADH-104647,2025-08-25,West,Abeokuta,POS,SME,Electronics,Bluetooth Speaker,1,117.42,117.42,0.035,4.11,113.31,92.09,0.0,1.36,0,0.0,21.22,19.86,2025-08
ADH-104648,2025-08-25,South,Uyo,POS,Retail,Groceries,Rice 5kg,1,50.99,50.99,0.0,0.0,50.99,45.21,0.0,0.61,0,0.0,5.78,5.17,2025-08
ADH-104649,2025-08-25,South,Warri,POS,Retail,Groceries,Detergent,1,27.57,27.57,0.0,0.0,27.57,24.71,0.0,0.33,0,0.0,2.86,2.53,2025-08
ADH-104650,2025-08-25,East,Aba,Online,SME,Home & Kitchen,Bedsheet,1,133.46,133.46,0.0,0.0,133.46,94.47,6.82,2.4,0,0.0,38.99,29.77,2025-08
ADH-104651,2025-08-25,North,Jos,Online,Corporate,Home & Kitchen,Blender,2,107.85,215.7,0.025,5.39,210.31,157.45,4.23,3.79,0,0.0,52.86,44.84,2025-08
ADH-104652,2025-08-25,East,Onitsha,Online,Retail,Home & Kitchen,Blender,1,121.58,121.58,0.0,0.0,121.58,98.0,4.84,2.19,0,0.0,23.58,16.55,2025-08
ADH-104653,2025-08-25,South,Uyo,POS,Retail,Electronics,Power Bank,1,91.78,91.78,0.0,0.0,91.78,72.85,0.0,1.1,0,0.0,18.93,17.83,2025-08
ADH-104654,2025-08-25,South,Port Harcourt,Online,Retail,Groceries,Cooking Oil,2,10.49,20.98,0.0,0.0,20.98,18.14,7.27,0.38,0,0.0,2.84,-4.81,2025-08
ADH-104655,2025-08-25,South,Benin,POS,Retail,Home & Kitchen,Kettle,3,98.53,295.59,0.0,0.0,295.59,191.99,0.0,3.55,0,0.0,103.6,100.05,2025-08
ADH-104656,2025-08-25,East,Onitsha,Online,Corporate,Health & Beauty,Face Wash,2,15.51,31.02,0.0,0.0,31.02,22.22,6.14,0.56,0,0.0,8.8,2.1,2025-08
ADH-104657,2025-08-25,East,Aba,Wholesale,Retail,Electronics,Power Bank,10,84.67,846.7,0.0,0.0,846.7,605.72,2.28,6.77,0,0.0,240.98,231.93,2025-08
ADH-104658,2025-08-25,North,Kano,Online,Retail,Fashion,Cap,1,64.75,64.75,0.0,0.0,64.75,37.25,8.71,1.17,0,0.0,27.5,17.62,2025-08
ADH-104659,2025-08-25,East,Enugu,Online,SME,Health & Beauty,Hair Care,1,79.95,79.95,0.0,0.0,79.95,47.71,5.9,1.44,0,0.0,32.24,24.9,2025-08
ADH-104660,2025-08-25,West,Abeokuta,Online,Retail,Groceries,Beverage Pack,4,38.43,153.72,0.0,0.0,153.72,140.18,5.02,2.77,0,0.0,13.54,5.75,2025-08
ADH-104661,2025-08-25,West,Ilorin,Wholesale,Retail,Electronics,Power Bank,5,96.9,484.5,0.0,0.0,484.5,371.7,0.58,3.88,0,0.0,112.8,108.34,2025-08
ADH-104662,2025-08-25,East,Onitsha,Online,SME,Home & Kitchen,Cookware Set,1,73.94,73.94,0.0,0.0,73.94,60.81,7.52,1.33,1,50.75,13.13,-46.47,2025-08
ADH-104663,2025-08-25,West,Ibadan,POS,Retail,Groceries,Noodles Pack,4,9.16,36.64,0.0,0.0,36.64,32.59,0.0,0.44,0,0.0,4.05,3.61,2025-08
ADH-104664,2025-08-25,North,Kaduna,Online,Retail,Groceries,Cooking Oil,2,21.65,43.3,0.0,0.0,43.3,35.61,5.06,0.78,0,0.0,7.69,1.85,2025-08
ADH-104665,2025-08-25,West,Ibadan,Online,Retail,Groceries,Rice 5kg,1,23.69,23.69,0.0,0.0,23.69,21.43,4.61,0.43,0,0.0,2.26,-2.78,2025-08
ADH-104666,2025-08-25,North,Kaduna,POS,Retail,Groceries,Cooking Oil,1,13.95,13.95,0.0,0.0,13.95,12.02,0.0,0.17,0,0.0,1.93,1.76,2025-08
ADH-104667,2025-08-25,West,Ilorin,Online,SME,Fashion,T-Shirt,1,62.17,62.17,0.0,0.0,62.17,41.24,5.67,1.12,0,0.0,20.93,14.14,2025-08
ADH-104668,2025-08-26,West,Ibadan,Online,Retail,Home & Kitchen,Kettle,3,91.21,273.63,0.0,0.0,273.63,198.83,9.41,4.93,0,0.0,74.8,60.46,2025-08
ADH-104669,2025-08-26,West,Ibadan,Online,Retail,Groceries,Cooking Oil,1,24.5,24.5,0.0,0.0,24.5,21.37,10.12,0.44,0,0.0,3.13,-7.43,2025-08
ADH-104670,2025-08-26,East,Onitsha,Wholesale,Retail,Fashion,T-Shirt,10,37.61,376.1,0.0,0.0,376.1,205.5,1.8,3.01,0,0.0,170.6,165.79,2025-08
ADH-104671,2025-08-26,South,Uyo,Online,Retail,Electronics,Power Bank,1,113.95,113.95,0.066,7.52,106.43,84.58,5.4,1.92,0,0.0,21.85,14.53,2025-08
ADH-104672,2025-08-26,North,Kano,Online,Retail,Groceries,Cooking Oil,1,19.08,19.08,0.0,0.0,19.08,15.67,4.52,0.34,0,0.0,3.41,-1.45,2025-08
ADH-104673,2025-08-26,South,Uyo,Wholesale,Retail,Health & Beauty,Toiletries Set,5,22.22,111.1,0.0,0.0,111.1,75.51,2.09,0.89,0,0.0,35.59,32.61,2025-08
ADH-104674,2025-08-26,North,Kano,POS,Retail,Groceries,Cooking Oil,2,26.47,52.94,0.0,0.0,52.94,44.15,0.0,0.64,0,0.0,8.79,8.15,2025-08
ADH-104675,2025-08-26,West,Lagos,Online,Retail,Health & Beauty,Body Lotion,1,76.1,76.1,0.0,0.0,76.1,58.62,6.11,1.37,0,0.0,17.48,10.0,2025-08
ADH-104676,2025-08-26,North,Abuja,POS,Retail,Fashion,T-Shirt,1,82.75,82.75,0.0,0.0,82.75,52.84,0.0,0.99,0,0.0,29.91,28.92,2025-08
ADH-104677,2025-08-26,East,Enugu,POS,SME,Groceries,Beverage Pack,2,47.97,95.94,0.0,0.0,95.94,85.68,0.0,1.15,0,0.0,10.26,9.11,2025-08
ADH-104678,2025-08-27,South,Warri,Online,Retail,Home & Kitchen,Cookware Set,1,52.58,52.58,0.0,0.0,52.58,43.24,5.6,0.95,0,0.0,9.34,2.79,2025-08
ADH-104679,2025-08-27,North,Jos,POS,Retail,Home & Kitchen,Bedsheet,2,66.97,133.94,0.036,4.82,129.12,96.96,0.0,1.55,0,0.0,32.16,30.61,2025-08
ADH-104680,2025-08-27,South,Port Harcourt,POS,Retail,Fashion,T-Shirt,1,72.19,72.19,0.0,0.0,72.19,53.25,0.0,0.87,0,0.0,18.94,18.07,2025-08
ADH-104681,2025-08-27,North,Kano,Online,Retail,Health & Beauty,Hair Care,2,41.71,83.42,0.0,0.0,83.42,46.76,3.97,1.5,0,0.0,36.66,31.19,2025-08
ADH-104682,2025-08-27,West,Abeokuta,POS,Retail,Groceries,Beverage Pack,2,24.69,49.38,0.0,0.0,49.38,42.06,0.0,0.59,0,0.0,7.32,6.73,2025-08
ADH-104683,2025-08-27,South,Uyo,Online,SME,Health & Beauty,Face Wash,1,71.95,71.95,0.0,0.0,71.95,47.75,5.39,1.3,0,0.0,24.2,17.51,2025-08
ADH-104684,2025-08-27,North,Abuja,Online,Retail,Home & Kitchen,Bedsheet,1,135.45,135.45,0.0,0.0,135.45,111.66,7.06,2.44,0,0.0,23.79,14.29,2025-08
ADH-104685,2025-08-27,East,Enugu,POS,Retail,Fashion,Cap,1,37.68,37.68,0.0,0.0,37.68,22.7,0.0,0.45,0,0.0,14.98,14.53,2025-08
ADH-104686,2025-08-27,West,Ibadan,POS,SME,Health & Beauty,Perfume,1,62.38,62.38,0.0,0.0,62.38,36.08,0.0,0.75,0,0.0,26.3,25.55,2025-08
ADH-104687,2025-08-27,East,Onitsha,Online,Retail,Fashion,Cap,1,48.26,48.26,0.0,0.0,48.26,36.2,9.35,0.87,0,0.0,12.06,1.84,2025-08
ADH-104688,2025-08-27,West,Lagos,Online,Retail,Electronics,Phone Accessory,2,114.77,229.54,0.0,0.0,229.54,171.34,7.78,4.13,0,0.0,58.2,46.29,2025-08
ADH-104689,2025-08-27,West,Ibadan,POS,Retail,Health & Beauty,Hair Care,1,59.94,59.94,0.0,0.0,59.94,42.39,0.0,0.72,0,0.0,17.55,16.83,2025-08
ADH-104690,2025-08-27,West,Abeokuta,POS,SME,Electronics,Bluetooth Speaker,2,54.29,108.58,0.0,0.0,108.58,82.91,0.0,1.3,1,91.79,25.67,-67.42,2025-08
ADH-104691,2025-08-28,North,Jos,Online,Retail,Fashion,Cap,2,27.68,55.36,0.0,0.0,55.36,36.33,4.56,1.0,0,0.0,19.03,13.47,2025-08
ADH-104692,2025-08-28,East,Owerri,POS,Retail,Home & Kitchen,Bedsheet,1,38.26,38.26,0.0,0.0,38.26,31.84,0.0,0.46,0,0.0,6.42,5.96,2025-08
ADH-104693,2025-08-28,West,Ilorin,Online,Retail,Electronics,Power Bank,1,84.21,84.21,0.0,0.0,84.21,56.7,6.71,1.52,0,0.0,27.51,19.28,2025-08
ADH-104694,2025-08-28,South,Benin,Online,Retail,Home & Kitchen,Kettle,1,81.82,81.82,0.0,0.0,81.82,65.34,7.84,1.47,0,0.0,16.48,7.17,2025-08
ADH-104695,2025-08-28,South,Benin,Online,Retail,Groceries,Cooking Oil,1,47.17,47.17,0.0,0.0,47.17,38.88,5.29,0.85,0,0.0,8.29,2.15,2025-08
ADH-104696,2025-08-28,South,Port Harcourt,Online,Retail,Groceries,Detergent,2,43.92,87.84,0.0,0.0,87.84,77.96,5.32,1.58,0,0.0,9.88,2.98,2025-08
ADH-104697,2025-08-28,West,Abeokuta,POS,Retail,Health & Beauty,Perfume,1,55.47,55.47,0.0,0.0,55.47,42.97,0.0,0.67,0,0.0,12.5,11.83,2025-08
ADH-104698,2025-08-28,West,Ibadan,Online,Retail,Fashion,Jeans,2,88.43,176.86,0.0,0.0,176.86,127.65,5.01,3.18,0,0.0,49.21,41.02,2025-08
ADH-104699,2025-08-28,East,Owerri,POS,SME,Home & Kitchen,Kettle,1,62.45,62.45,0.0,0.0,62.45,39.33,0.0,0.75,0,0.0,23.12,22.37,2025-08
ADH-104700,2025-08-28,North,Kano,POS,Retail,Home & Kitchen,Bedsheet,1,45.92,45.92,0.0,0.0,45.92,29.72,0.0,0.55,0,0.0,16.2,15.65,2025-08
ADH-104701,2025-08-28,North,Kaduna,POS,Retail,Groceries,Detergent,1,40.86,40.86,0.0,0.0,40.86,35.02,0.0,0.49,0,0.0,5.84,5.35,2025-08
ADH-104702,2025-08-28,North,Kaduna,POS,Retail,Electronics,Smartwatch,1,47.38,47.38,0.0,0.0,47.38,33.07,0.0,0.57,0,0.0,14.31,13.74,2025-08
ADH-104703,2025-08-28,East,Owerri,POS,Retail,Electronics,Smartwatch,2,70.17,140.34,0.0,0.0,140.34,98.39,0.0,1.68,0,0.0,41.95,40.27,2025-08
ADH-104704,2025-08-28,East,Aba,POS,Retail,Home & Kitchen,Extension Cable,1,144.76,144.76,0.0,0.0,144.76,103.07,0.0,1.74,0,0.0,41.69,39.95,2025-08
ADH-104705,2025-08-28,South,Port Harcourt,Online,Corporate,Electronics,Power Bank,1,118.34,118.34,0.0,0.0,118.34,91.89,6.22,2.13,0,0.0,26.45,18.1,2025-08
ADH-104706,2025-08-28,South,Benin,Online,Retail,Health & Beauty,Face Wash,2,27.65,55.3,0.0,0.0,55.3,38.84,4.95,1.0,1,28.72,16.46,-18.21,2025-08
ADH-104707,2025-08-28,South,Uyo,Online,Retail,Fashion,Cap,2,73.59,147.18,0.0,0.0,147.18,97.27,8.37,2.65,0,0.0,49.91,38.89,2025-08
ADH-104708,2025-08-28,North,Kaduna,Online,Corporate,Electronics,Earbuds,2,57.5,115.0,0.0,0.0,115.0,90.77,5.03,2.07,0,0.0,24.23,17.13,2025-08
ADH-104709,2025-08-28,South,Uyo,Online,Retail,Groceries,Rice 5kg,3,53.35,160.05,0.0,0.0,160.05,145.55,5.83,2.88,0,0.0,14.5,5.79,2025-08
